Date,SPY
2013-06-12,130.09335327148438
2013-06-13,132.0718536376953
2013-06-14,131.2434539794922
2013-06-17,132.25685119628906
2013-06-18,133.302490234375
2013-06-19,131.46060180664062
2013-06-20,128.20318603515625
2013-06-21,128.61476135253906
2013-06-24,126.98960876464844
2013-06-25,128.21051025390625
2013-06-26,129.47994995117188
2013-06-27,130.23995971679688
2013-06-28,129.706298828125
2013-07-01,130.4663543701172
2013-07-02,130.34503173828125
2013-07-03,130.40170288085938
2013-07-05,131.8085174560547
2013-07-08,132.56048583984375
2013-07-09,133.51454162597656
2013-07-10,133.56301879882812
2013-07-11,135.38226318359375
2013-07-12,135.43894958496094
2013-07-15,135.95635986328125
2013-07-16,135.44696044921875
2013-07-17,135.7946319580078
2013-07-18,136.53848266601562
2013-07-19,136.7811279296875
2013-07-22,137.04791259765625
2013-07-23,136.7567901611328
2013-07-24,136.25550842285156
2013-07-25,136.5869903564453
2013-07-26,136.73251342773438
2013-07-29,136.31211853027344
2013-07-30,136.31211853027344
2013-07-31,136.40914916992188
2013-08-01,137.98583984375
2013-08-02,138.2202606201172
2013-08-05,138.01809692382812
2013-08-06,137.2338409423828
2013-08-07,136.78915405273438
2013-08-08,137.29049682617188
2013-08-09,136.89425659179688
2013-08-12,136.73251342773438
2013-08-13,137.13685607910156
2013-08-14,136.4333953857422
2013-08-15,134.5251922607422
2013-08-16,134.08053588867188
2013-08-19,133.22348022460938
2013-08-20,133.87843322753906
2013-08-21,133.0536651611328
2013-08-22,134.2664794921875
2013-08-23,134.71923828125
2013-08-26,134.2179412841797
2013-08-27,132.05918884277344
2013-08-28,132.52813720703125
2013-08-29,132.7383575439453
2013-08-30,132.31787109375
2013-09-03,132.91624450683594
2013-09-04,134.0159149169922
